gene_name,gene_synonym
AL512356.2,nan
AC090469.1,nan
RN7SL180P,nan
LINC02078,HP09025
RNA5SP301,RN5S301
RPL26P3,nan
MIR517B,hsa-mir-517b|MIRN517B
DUX4L31,nan
CANT1,SCAN-1|SHAPY
AC004556.1,nan
AP003041.3,nan
AC116535.1,nan
AC022001.1,nan
PNMA8A,PNMAL1|KIAA1183L|FLJ10781
AL033523.2,nan
AP003108.2,nan
ANKRD35,FLJ25124
MTAP,MSAP|c86fus
AC004853.1,nan
AC270306.5,nan
ACAP3,CENTB5|KIAA1716
AC092053.4,nan
AL121904.2,nan
ADIPOR1P2,nan
AL078599.2,nan
AC018558.5,nan
MTATP6P26,nan
RPS10-NUDT3,nan
CR388205.3,nan
RPL22P7,nan
AC100800.1,nan
AL392003.1,nan
RN7SL841P,nan
AL355974.2,nan
RANBP3L,FLJ25422
SERBP1P2,nan
AL137060.9,nan
BX072579.2,nan
TKT,nan
KRT8P3,nan
AL691447.1,nan
KRT74,KRT6IRS4|KRT5C|K6IRS4
AC094019.2,nan
AC108120.2,nan
ACTN3,nan
AL355499.1,nan
AL121929.2,nan
AGL,nan
AC096708.1,nan
RNU6-832P,nan
SNX33,SNX30|SH3PX3|MGC32065|SH3PXD3C
AC068781.1,nan
RBIS,C8orf59
OR5BR1P,nan
AP000851.2,nan
KHDC3L,C6orf221|ECAT1
CR788268.1,nan
AL008626.1,nan
AC091231.2,nan
AL117190.2,nan
GSPT2,eRF3b|FLJ10441
C7orf69,FLJ21075
TMEM262,nan
AL953862.1,nan
MARS1,SPG70|MetRS|MARS|CMT2U
RN7SL166P,nan
AC009152.6,nan
TTTY23,NCRNA00148
RNU6-1059P,nan
CEP152,SCKL5|MCPH9|KIAA0912
RNU6-746P,nan
LINC02321,nan
AL451007.3,nan
LUZP4,CT-8|HOM-TES-85|CT28
AC034205.2,nan
INTS11,INT11|CPSF3L|RC-68|CPSF73L|FLJ20542
AC008379.1,nan
AC023490.2,nan
ATP11B,KIAA0956|ATPIR|ATPIF
AC243964.3,nan
SPATA17,IQCH
AL358852.1,nan
AF064858.2,nan
MIR873,MIRN873|hsa-mir-873
PLCD4,nan
DYNLRB1,ROBLD1|DNCL2A|DNLC2A
RASA3,GAP1IP4BP|GAPIII
RNU6-488P,nan
STC1,STC
RPS26P40,nan
SNORA14B,ACA14b
AC044873.1,nan
AC002558.3,nan
ARHGAP42P5,nan
AGBL4,FLJ14442|CCP6
MIR4719,hsa-mir-4719
RNU1-48P,nan
HNRNPH1,hnRNPH|HNRPH1
TC2N,C2CD1|Tac2-N|C14orf47|MTAC2D1|FLJ36557
CRH,CRF|CRH1
SUMO2P1,dJ271M21|SMT3Bp|SMT3H2P|SUMO2P
MIR4435-2HG,AGD2|MIR4435-1HG|AK001796|lncRNA-AWPPH|LINC00978|MORRBID
EIF4A1,DDX2A|EIF4A|EIF-4A
GPANK1,ANKRD59|BAT4|GPATCH10|G5|D6S54E
ATP6V0D1,VATX|ATP6DV|Vma6|VPATPD|ATP6D|P39
LINC02725,nan
MTLN,SMIM37|NCRNA00116|LINC00116|MOXI
AC092436.2,nan
MIR521-2,hsa-mir-521-2|MIRN521-2
OR5AU1,nan
SNX2P2,nan
AC010680.5,nan
TCAF2C,nan
ATP6V0CP2,nan
AC010983.1,nan
AC010200.1,nan
CALML4,MGC4809|NY-BR-20
MIR6756,hsa-mir-6756
AC008498.1,nan
PROCA1,MGC39650
AC010507.1,nan
AC135178.5,nan
ELOBP1,TCEB2P1
TRAJ36,nan
NID2,nan
AL365434.2,nan
SPIN4-AS1,nan
RNA5SP402,RN5S402
AC008443.7,nan
RNU6-400P,nan
ARHGEF25,p63RhoGEF|GEFT
LINC01821,nan
PIGK,GPI8|hGPI8
AC012531.7,nan
NCS1,NCS-1|FREQ
FAM87B,FLJ40008
LINC01593,TCONS_00003364
LRRC59,PRO1855|FLJ21675
AC068397.1,nan
AC005180.1,nan
AC011120.1,nan
RNPS1P1,nan
FEZ1,UNC-76
CR759960.2,nan
AL033538.2,nan
RBMY1D,nan
GBP7,FLJ38822|GBP4L
AC004837.4,nan
AL353596.1,nan
RNU6-319P,nan
MIR3660,hsa-mir-3660
ZNF503-AS1,nan
SNORD115-19,HBII-52-19
XXYLT1,C3orf21|FLJ35155
AC000032.1,nan
UQCRC2,UQCR2|QCR2
Z82196.2,nan
FOCAD-AS1,nan
COL28A1,nan
TMEM101,MGC4251|FLJ23987
MTND2P22,nan
RTN4,NOGO|ASY|KIAA0886|NSP-CL
THAP3,nan
AC009102.3,nan
AP001178.2,nan
NEK4P3,nan
AC078809.1,nan
LINC01895,nan
CCDC144NL,MGC87631
HNRNPA1P33,nan
AL445430.1,nan
UBE2D3P3,nan
AC063943.2,nan
RNASEH2B,AGS2|DLEU8|FLJ11712
AL161437.1,nan
KDM1A,LSD1|BHC110|KIAA0601|KDM1|AOF2
FZD10,CD350
LINC00841,nan
AC008592.5,nan
MIR1250,MIRN1250|hsa-mir-1250
AL513128.3,nan
AC002075.1,nan
FNBP4,KIAA1014
AC021766.1,nan
AC245884.2,nan
AL031737.1,nan
AC073308.1,nan
AL450998.1,nan
AC110754.1,nan
AC112719.1,nan
RNU6-881P,nan
AC232271.1,nan
AC090204.1,nan
PABPC1P10,PABPL1|D3S3192
RNU1-150P,nan
TTTY2B,nan
TPSG1,TMT|PRSS31
AP003497.1,nan
AC012501.2,nan
AC111149.2,nan
AL031733.2,nan
FKBP3,FKBP25|FKBP-25
LINC02709,nan
ELF5,nan
Z69733.1,nan
PRKCZ-AS1,RP11-181G12.2
SLC4A10,NBCn2|NCBE
MIR5682,hsa-mir-5682
AC025062.2,nan
AC010460.3,nan
AC063938.1,nan
TRBV7-1,TRBV71|TCRBV7S1|TCRBV6S7P
AC005237.2,nan
RNA5SP293,RN5S293
MTND5P2,nan
HNRNPD,AUF1|HNRPD
NARS2,DFNB94|FLJ23441|SLM5
TP63,NBP|TP53CP|TP73L|EEC3|OFC8|p73L|SHFM4|KET|p63|TP53L|p53CP|p51|p73H
TRBV25-1,TCRBV11S1A1T|TCRBV25S1|TRBV251
FAM169B,FLJ39743|KIAA0888L
AP003498.3,nan
COA3,CCDC56|HSPC009|MITRAC12|COX25
MIR548F2,hsa-mir-548f-2|MIRN548F2
AL354810.1,nan
AC026318.1,nan
AC139494.7,nan
PSME1,PA28alpha|IFI5111
TNR-IT1,nan
AC240565.6,nan
FAM226B,NCRNA00246B|CXorf50B|LINC00246B
AL136981.2,nan
AC093579.1,nan
CALY,CALCYON|NSG3|DRD1IP
RNU7-107P,nan
FAM86LP,nan
PCGF7P,RNF134P1
SH3TC1,FLJ20356
FBXO45,Fbx45
AC233699.7,nan
RTP3,LTM1|Z3CXXC3|TMEM7
PARD6B,PAR-6B
AC010746.2,nan
GABARAPL1,APG8L|ATG8L|ATG8B|gec1
TLK2P2,TLK2ps2
ZNF17,FLJ40864|KOX10|HPF3|FLJ46058|FLJ46615|KIAA1947
AC068400.1,nan
AL161909.2,nan
AC009962.1,nan
AKAP8P1,nan
AC111193.1,nan
CR759960.4,nan
DENND2C,dJ1156J9.1|RP5-1156J9.1|DKFZp779P1149|DKFZp686G0351|FLJ37099
AC021590.1,nan
FIGLA,bHLHc8
LDHBP2,LDHBP|LDHBL2
AC007204.1,nan
LINC02140,nan
AC048382.7,nan
RHBDL1,RHBDL|RRP
NDUFAF5,C20orf7|dJ842G6.1
MTCO1P17,nan
ZNRF2P1,nan
HPSE,HPSE1|HSE1|HPA
MYCLP1,MYCL2|MYCL1P1
RN7SL63P,nan
MIR608,MIRN608|hsa-mir-608
AC008429.4,nan
HMGB1P16,nan
AC021739.5,nan
VWA5B1,FLJ32784
AL162417.1,nan
AL390877.1,nan
AC006455.8,nan
AC114814.1,nan
AL356583.2,nan
AC108112.1,nan
AC004461.1,nan
SNRPFP1,dJ1041C10.2
AC084759.3,nan
SIX6,OPTX2|Six9
LINC02610,nan
TECRL,SRD5A2L2|GPSN2L|DKFZp313D0829|DKFZp313B2333|TERL
ARPP21,ARPP-21|R3HDM3|TARPP
IER3,IEX-1L|DIF-2|IEX-1|PRG1
SHD,nan
DCAF15,C19orf72|MGC99481
NMBR-AS1,RP11-137J7.2
AL589765.6,nan
FOXJ2,FHX
CYP26B1,P450RAI-2
AC253536.6,nan
ARHGEF40,FLJ10357|solo
AC007663.2,nan
SRRM4,nSR100|KIAA1853
CELF5,BRUNOL5
MIR4284,hsa-mir-4284
TNK2-AS1,nan
AC105313.1,nan
AL355596.2,nan
AC112204.1,nan
DNM1P46,C15orf51|DNM1DN14@|DKFZp434I1020|DNM1DN14.2|FLJ45937
AC015977.1,nan
MRPL30,MRP-L28|RPML28
FDPSP7,FDPSL2B
AC011700.1,nan
AL031183.1,nan
FXN,FA|X25|CyaY|FRDA|FARR
USP30,MGC10702|FLJ40511
RNU6-46P,RNU6-46
USP31,KIAA1203
AC004938.2,nan
AL157702.2,nan
AL365214.3,nan
MIR8075,hsa-mir-8075
MANF,ARMET|ARP
RSPO4,C20orf182|dJ824F16.3
AC270273.2,nan
AL450998.2,nan
AC116361.1,nan
IGHV3-30-2,nan
RPL4P5,nan
AC017116.2,nan
AC099482.2,nan
AC022100.1,nan
AC021678.1,nan
LINC02599,AC026904.1
DUSP28,VHP|DUSP26
SEPTIN7P6,SEPT7P6
AL513523.8,nan
AC008571.1,nan
HAO2,HAOX2|GIG16
AC084782.1,nan
CSN3,CSN10
C9orf72,DENNL72|MGC23980|DENND9
AP003025.1,nan
RNU6-755P,nan
AL137003.1,nan
AC067960.1,nan
ST6GALNAC1,ST6GalNAcI|SIAT7A
PMF1,nan
AC105137.2,nan
AC005828.5,nan
ADCY8,HBAC1|AC8|ADCY3
DEFB130D,nan
AC107058.1,nan
RNU7-180P,nan
RPL35AP12,nan
RSL24D1P4,RSL24D1P19
AC016573.1,nan
LINC02499,nan
RNU6-274P,nan
CHST9,GALNAC-4-ST2|GALNAC4ST-2
AL590240.3,nan
MTATP6P2,nan
RPL13,BBC1|D16S444E|L13
BCYRN1,NCRNA00004|BC200a|BC200|LINC00004
PDS5B,CG008|FLJ23236|APRIN|KIAA0979|AS3
IGLV3-2,nan
ATP5PO,ATP5O|OSCP|ATPO
AC233289.1,nan
AC021016.3,nan
AL831711.1,nan
SSR4P1,C21orf122|MGC10960|PRED90|PRED57
AP003041.2,nan
AC109309.1,nan
CCL14,CKb1|HCC-1|SCYA14|HCC-3|SCYL2|NCC-2|MCIF
MYH11,SMMHC|SMHC
AC017000.1,nan
PRKCQ,nan
NAPSB,NAPB|NAP1L|NAPSBP|NAP2
CNOT4P1,nan
RN7SL96P,nan
AC019178.2,nan
BX323845.2,nan
NUDT16L1,SDOS|TIRR
MLXIPL,WS-bHLH|CHREBP|MIO|bHLHd14|WBSCR14|MONDOB
WDR26,FLJ21016|GID7
IL22RA1,IL22R|CRF2-9
AC087235.2,nan
RAD1P2,nan
AC020593.1,nan
TRAJ20,nan
RPS3AP33,nan
LINC01103,nan
CR942271.1,nan
DUSP8P5,nan
LINC01148,LOC283585
AC026786.2,nan
AL139320.1,nan
AC008521.1,nan
BCLAF1,BTF|KIAA0164
MIR296,hsa-mir-296|MIRN296
AF015720.1,nan
RNU4-58P,nan
AC011523.1,nan
STAR,STARD1|StAR
FABP5P2,FABP5L2
AC083899.3,nan
AC016876.3,nan
RIT2,RIN|RIBA
LMF2,TMEM153|TMEM112B
NUP85,FLJ12549|NUP75
AC096743.1,nan
AC270153.1,nan
RCC2P3,nan
ADAMTS7P3,nan
RPL22P11,RPL22P15
RPS3AP43,nan
AL121809.1,nan
PPIAP24,nan
AL353692.1,nan
FCAMR,FKSG87|CD351|FCA/MR
MIR5590,hsa-mir-5590
MIR8071-1,hsa-mir-8071-1
RRBP1,hES|ES/130
AL137244.1,nan
GNAI2,GNAI2B|GIP
CACNG4,MGC24983|MGC11138
TCERG1,Urn1|TAF2S|CA150
AC024681.1,nan
AC213033.1,nan
LINC01072,nan
THOC1,HPR1|P84
FBXO3-DT,FBXO3-AS1
AL353748.3,nan
AC114401.1,nan
IGKV1D-42,nan
AC073488.5,nan
DNAJA2,CPR3|DNJ3|DNAJ|HIRIP4
RNU6-340P,nan
ASNSP3,nan
AC092079.1,nan
RN7SL767P,nan
LINC01659,nan
MON1B,SAND2|KIAA0872|HSRG1
LINC01203,nan
AC098484.4,nan
FBXO21,FBX21|KIAA0875
AC108868.2,nan
NMUR1,GPC-R|GPR66|FM-3|NMU1R
RNU7-155P,nan
BNIP3P39,nan
PSMD11,MGC3844|S9|Rpn6|p44.5
MIR656,MIRN656|hsa-mir-656
CHCHD2P3,nan
LINC01281,nan
PRR34-AS1,nan
ORC4,HsORC4|Orc4p|ORC4L
RPL35AP4,OTTHUMG00000140156|BPG294E21.7
AP001099.1,nan
CITED1,MSG1
ZNF439,DKFZp571K0837
AC011447.3,nan
AC025946.2,nan
SPNS2,SLC62A2
AC095041.1,nan
TACC1,nan
LIMD1-AS1,nan
AC245128.15,nan
CDC14A,Cdc14A2|DFNB105|DFNB32|cdc14|Cdc14A1
PTPN1,PTP1B
SNORD115-48,HBII-52-48
AC015871.6,nan
MRPS22,GIBT|MRP-S22|C3orf5|GK002
AC097493.4,nan
AC092123.1,nan
AC096649.2,nan
TXNDC5,MGC3178|PDIA15|Hcc-2|FLJ21353|EndoPDI|FLJ90810|ERp46
SETP3,SETP13
AP005059.1,nan
IGKV3-25,nan
AGXT,PH1|AGT|AGT1|SPAT|SPT|AGXT1
AC008747.1,nan
MIR137HG,nan
COX7A2P1,COX7AP1|COX7A3P
CRIM1,S52
AC022558.3,nan
AC034229.5,nan
SFTPB,SP-B|SFTP3
LINC00842,nan
RARRES2P10,nan
MFAP1,AMP
GRM5-AS1,nan
UBXN2B,p37
KPNA6,KPNA7|FLJ11249|MGC17918|IPOA7
SOS2,nan
AC104129.1,nan
AC010181.2,nan
AL356585.9,nan
MED4,VDRIP|HSPC126|DRIP36|TRAP36
LRRC8C,AD158
RHOV,Chp|ARHV|WRCH2
SERPINA13P,UNQ6121|SERPINA13
AC093515.1,nan
LINC02043,nan
ATF4P3,ATF4C
STK24-AS1,nan
FOSL1,fra-1
AL157831.1,nan
MIR6863,hsa-mir-6863
PRDM11,PFM8
AC097478.4,nan
AIG1P1,nan
OR8G2P,OR8G2|OR8G4|ORL486|HSTPCR120|ORL206|TPCR120
TRAV17,TCRAV17S1|TCRAV3S1
AL590302.1,nan
AC084357.1,nan
ALAS1,ALAS3|ALAS
AC010724.3,nan
AL023693.1,nan
PFN1P8,nan
MIR570,MIRN570|hsa-mir-570
NPHS1,NPHN|CNF
AC104633.2,nan
EIF3G,eIF3-delta|eIF3-p44|eIF3g|EIF3S4
AC005670.2,nan
AC015468.1,nan
AL591543.1,nan
RORA-AS1,nan
AC126323.1,nan
PHF24,KIAA1045
PRSS27,CAPH2|MPN
RAB9A,RAB9
LINC01847,nan
AC092471.2,nan
AC245128.18,nan
AL023095.1,nan
CD99,MIC2
AC006064.2,nan
LFNG,SCDO3
AL008627.1,nan
DIP2A,Dip2|KIAA0184|C21orf106
AC087627.1,nan
CHRNA2,nan
AC016730.1,nan
AC126773.3,nan
AC069542.2,nan
AC245036.2,nan
AL391516.1,nan
BTBD1,nan
MIR409,hsa-mir-409|MIRN409
AXL,Tyro7|ARK|JTK11|UFO
AC004674.1,nan
AL118496.1,nan
AC011405.2,nan
AC093503.1,nan
AC010087.1,nan
AC005077.1,nan
DUX4L4,nan
AC073349.4,nan
IGBP1P5,nan
AL590622.1,nan
AC023824.2,nan
AC114781.3,nan
ADD3,ADDL
AC010196.1,nan
NLRC4,CLR2.1|CLAN1|ipaf|CLANC|CARD12|CLANB|CLAN|CLANA|CLAND
CUZD1,ERG-1|UO-44
AL110114.1,nan
AL359881.2,nan
FAM76A,MGC34648
JMJD4,FLJ12517
ZNF37CP,ZNF37C
GU182351.5,nan
ZNF75A,FLJ31529
AL591438.1,nan
RNU6-545P,RNU6-292P
AC093802.3,nan
AL445438.1,nan
RPS2P2,nan
AC090044.1,nan
ABI3,NESH|SSH3BP3
MIR4781,hsa-mir-4781
TRPC3,nan
NRBF2,DKFZp564C1664|FLJ30395|COPR1|COPR2
MTND1P9,nan
AL031590.1,nan
CNIH4,HSPC163
AF131215.1,nan
BYSL,Enp1
AC012158.1,nan
ZNF410,APA1|APA-1
AC092809.3,nan
RPL23AP41,nan
AL607033.1,nan
AL049836.2,nan
TRBV5-5,TRBV55|TCRBV5S3A2T|TCRBV5S5
USP5,IsoT
AC091564.1,nan
AC080162.1,nan
COX6CP3,nan
PVR,NECL5|CD155|Tage4|Necl-5|HVED|PVS
AC007614.2,nan
AC130289.2,nan
AHSA1,C14orf3|Aha1|p38|hAha1
SORCS1,sorCS1
SCARNA2,mgU2-25/61|HBII-382
AC090287.2,nan
COPE,epsilon-COP
NDUFS5P3,nan
SIGLEC21P,SIGLECP5
AL592295.5,nan
AP003385.2,nan
AC105383.1,nan
LINC00304,NCRNA00304|C16orf81|FLJ36701
UBBP5,nan
RN7SKP192,nan
PSMG3,C7orf48|MGC10911|PAC3
MIR6754,hsa-mir-6754
AC254979.3,nan
SPIC,SPI-C|MGC40611
NXNL2,RdCVF2|C9orf121
RPSAP31,nan
AL132981.1,nan
ZNRD1,RPA12|HTEX-6|tctex-6|hZR14
MIR550B2,hsa-mir-550b-2
AL359092.1,nan
CD247,CD3Q|CD3Z|CD3H
AC254944.2,nan
AC020978.9,nan
Z97198.1,nan
OR4F3,nan
AC011611.1,nan
AL024507.3,nan
PLET1,C11orf34
RNU2-39P,nan
AL445207.1,nan
AC109635.1,nan
LINC02574,RP11-288L9.1
MIR3163,hsa-mir-3163
MIR4477B,hsa-mir-4477b
VAMP9P,TCONS_00008138
AC004466.3,nan
XIST,swd66|DXS399E|LINC00001|NCRNA00001|DXS1089
POU6F1,MPOU|TCFB1|BRN5
TRAIP,RNF206|TRIP
RIN2,RASSF4
LINC02149,nan
AC007383.9,nan
AP001462.1,nan
BDKRB1,bradyb1|BKR1|B1BKR
TRBV3-1,TCRBV9S1A1T|TCRBV3S1|TRBV31
AC092073.1,nan
AC094105.2,nan
IQCF6,nan
SHISAL2A,MGC52498|FAM159A
ZBED3,MGC15435
MIR4752,hsa-mir-4752
RNU7-148P,nan
HNRNPU,NCRNA00201|HNRNPU-AS1|C1orf199|HNRPU|FLJ37978|FLJ30202|hnRNPU|SAF-A
AC064862.6,nan
AL121845.1,nan
SALRNA2,XLOC_025931|SAL-RNA2
GAPDHP36,nan
TNRC18P3,TNRC18C
CRYGB,CRYG2
AL359757.2,nan
AC106872.3,nan
AF121898.1,nan
Z98200.1,nan
AC090142.3,nan
MAB21L1,CAGR1
LINC00314,NCRNA00314|C21orf94
AC026371.1,nan
TSSC4,nan
IGHVII-44-2,IGHV(II)-44-2
SCYGR5,KRTAP28-5
AC012229.1,nan
USF3,KIAA2018
CNTNAP2-AS1,nan
LINC02555,AC079630.2
AC011747.1,nan
PIP4K2C,FLJ22055|PIP5K2C
Z93017.1,nan
RNU7-165P,nan
AC022092.1,nan
ITIH4,ITIHL1|IHRP|H4P
AP003086.1,nan
PPIL4,nan
AC105129.3,nan
FERD3L,NATO3|N-TWIST|bHLHa31
AC138701.3,nan
LINC02593,AL645608.1
AP000889.1,nan
AC025268.1,nan
AC093849.3,nan
AC006338.2,nan
ALB,nan
AC079203.1,nan
HOXA5,HOX1|HOX1C
PLPP1,LPP1|PPAP2A|PAP-2a
HRK,DP5
RTL3,Mar3|Mart3|SIRH9|ZHC5|FLJ38865|ZCCHC5
TNNI3K,CARK
SNRPBP1,nan
HSD17B4,MFE-2|SDR8C1|DBP
SNORD116-12,HBII-85-12
AC004223.1,nan
MIR4523,hsa-mir-4523
GPR1-AS,GPR1-AS1|GPR1AS
SDHB,SDH1|SDH
RNU1-44P,nan
AL450467.1,nan
RNU6-390P,nan
AL117190.7,nan
RN7SKP128,nan
LINC02572,AC079776.2
AC018797.3,nan
C3orf62,FLJ43654
AC068473.4,nan
EPHA3,ETK1|HEK|ETK|HEK4|TYRO4
MIR634,MIRN634|hsa-mir-634
AC073188.1,nan
VN1R82P,nan
AC010149.1,nan
AC131263.2,nan
AL157778.1,nan
AC078927.1,nan
FMN1,MGC125288|DKFZP686C2281|FMN|FLJ45135|MGC125289|LD
HNRNPA1P19,nan
AC083904.1,nan
ULBP3,RAET1N
AC087362.1,nan
AC022929.1,nan
LCN10,nan
DEFA1,MRS|HNP-1|DEF1|DEFA2
AL591845.1,nan
OR5D13,nan
AL136442.1,nan
OR2A13P,nan
AC008269.1,nan
RNU6-684P,nan
AC005477.1,nan
DDX31,FLJ13633|FLJ14578|FLJ23349|PPP1R25
AL137077.1,nan
ZBTB20-AS5,nan
AP000238.1,nan
RN7SL598P,nan
IL6,HGF|BSF2|IFNB2|IL-6|HSF
ST13P14,nan
AL050318.1,nan
AL357752.1,nan
AP000763.2,nan
AL138999.1,nan
LINC00672,nan
AC068137.2,nan
UBE2S,E2-EPF
LDB1,CLIM2|NLI
LINC01855,nan
PGLS,6PGL
LINC00885,nan
SNORA70,RNU70|U70|DXS648E
ERCC5,XPGC|ERCM2
AC008833.1,nan
SEC11A,SPC18|SEC11L1|SPCS4A|sid2895
LINC02312,nan
AL391419.1,nan
TTLL1,C22orf7
CCDC103,FLJ34211|PR46b|CILD17|FLJ13094
SNORD66,HBII-142
AC011749.1,nan
RNU6-1019P,nan
AC015712.5,nan
LINC02488,CTD-2316B1
AC009269.5,nan
STXBP6,HSPC156|amisyn
AC119677.1,nan
SUMO2P19,nan
AL133477.2,nan
RPL7AP30,nan
LSM2,C6orf28|G7b|YBL026W
SNORD138,MIR3607|hsa-mir-3607
AL391832.2,nan
THOC7,FLJ23445|NIF3L1BP1|fSAP24
AC084752.1,nan
CGNL1,FLJ14957|PCING|KIAA1749|JACOP
RNU6-249P,nan
AC091905.2,nan
FOXP3,SCURFIN|XPID|IPEX|JM2|AIID|DIETER|PIDX
POU5F1,MGC22487|OTF3|OCT3|Oct4
CHCHD3P1,nan
SEC61A1,nan
LINC01516,nan
AC084026.2,nan
AL031985.3,nan
AP005265.1,nan
CENPV,PRR6|CENP-V|p30
MIR92A1,MIRN92A1|hsa-mir-92a-1|hsa-mir-92-1|MIRN92-1
RNU6-1311P,nan
FOLR1,FOLR|FR?
CEACAMP6,CGM13
RNU6-148P,nan
MIR4270,hsa-mir-4270
RPS3AP15,nan
SERINC5,C5orf12|TPO1
TRIM10,RFB30|RNF9|HERF1
NDUFB8P2,nan
CCDC34P1,nan
SLC28A3,CNT3
AC008687.5,nan
RNU7-59P,U7.59
PPIAP67,nan
AC067930.6,nan
AC013553.2,nan
AC016700.3,nan
LINC00113,NCRNA00113|C21orf23
AC225099.1,nan
AC021443.3,nan
AC131056.5,nan
AC087521.3,nan
AC025278.1,nan
HERC2P11,nan
AC084083.1,nan
HSPA7,HSP70B
AC128688.2,nan
SMIM30,LINC00998
STIP1,STI1|HOP
SWSAP1,ZSWIM7AP1|SWS1AP1|FLJ35119|C19orf39
RNU6-588P,nan
HNRNPDLP1,nan
AC069213.2,nan
FPGT-TNNI3K,nan
AL592309.2,nan
EEF1A1P3,EEF1AL|EEF1AL1
LINC01605,LincDUSP|TCONS_00014973
AL359960.1,nan
AC084048.1,nan
IGHV1-69,IGHV1-E
CADM3-AS1,CTA-134P22.2
GPC5-AS2,nan
IL6R-AS1,RP11-350G8.5
FATE1,FATE|CT43
HTR3E,nan
CACNG7,nan
OR4K6P,nan
COX6B1,COXG|COX6B
AC005692.1,nan
ARFGEF3,dJ171N11.1|PPP1R33|C6orf92|BIG3|KIAA1244
SNORA21,ACA21
KRT79,K6L|KRT6L
KP420441.3,nan
LINC01017,nan
R3HDM4,C19orf22|MGC16353
AL845443.3,nan
STX6,nan
EID2B,EID-3|FLJ38944
KU645197.1,nan
AP001120.1,nan
VENTXP2,nan
RPL35AP26,nan
AC067751.1,nan
AC243649.1,nan
LINC00240,C6orf41|bA373D17.1|NCRNA00240
OR2M5,OR2M5P
AC013701.2,nan
AC009313.1,nan
PSMC6,p42
RPL12P35,nan
MIR146B,MIRN146B|hsa-mir-146b
MYO1D,PPP1R108|KIAA0727|myr4
AC097262.1,nan
SCARNA15,ACA45
RNY4P6,nan
RHOXF1,OTEX|PEPP1
LINC01714,nan
KRT16P4,nan
C1orf112,FLJ10706
AC012184.4,nan
G3BP2,KIAA0660
MDN1,Rea1|KIAA0301
CYMP-AS1,nan
AL442071.2,nan
OR7E99P,nan
MRPS18BP2,nan
HSP90AA1,HSPC1|HSPCA|Hsp90|FLJ31884|HSP90N|Hsp89
AL513218.2,nan
PFN1P10,nan
CHD6,dJ620E11.1|KIAA1335|FLJ22369|RIGB|CHD5
TAGAP,FLJ32631|IDDM21|ARHGAP47
MYL4,AMLC|PRO1957|GT1|ALC1
AC010201.1,nan
TRIM61,RNF35
AC118469.1,nan
RNU1-130P,nan
SRP9P1,SRP9L1
AL031719.1,nan
NPIPB3,KIAA0220|NPIPL3
LRRC39,MGC14816|myomasp
MIR548BB,MI0029321
ALG3P1,nan
RNU7-26P,U7.26
AC062022.1,nan
KCNT1,Slo2.2|KCa4.1|SLACK|KIAA1422
AC073114.1,nan
DNAJC19P8,nan
CYP46A1,CYP46
SSX6P,SSXP2|SSX6|psiSSX2
Z74021.1,nan
AC012314.10,nan
AC004825.2,nan
TUBBP9,nan
RBM22P7,RBM22P9
AC105219.3,nan
TLK1,PKU-BETA|KIAA0137
AP001266.1,nan
AC046158.4,nan
AL442635.1,nan
AC109446.5,nan
UBXN2A,UBXD4
AP000705.2,nan
DEFT1P2,nan
AC025040.2,nan
GET1,CHD5|WRB
UBR7,C14orf130
AL138831.2,nan
S1PR2,AGR16|DFNB68|EDG5|H218|Gpcr13
MIR7-1,MIRN7-1|hsa-mir-7-1
AC092692.1,nan
AC118345.1,nan
NCSTN,APH2|KIAA0253
ZDHHC18,DKFZp667O2416
RPL23AP97,nan
ATP5PD,ATPQ|ATP5JD|ATP5H
CDRT15P1,CDRT15P
AC079763.1,nan
AC108693.2,nan
OGG1,HOGG1|MUTM|OGH1|HMMH
VEZT,DKFZP761C241
AK3P3,nan
AF111169.1,nan
C6orf163,nan
AL356750.1,nan
GCGR,GGR
LINC01522,nan
AC004079.2,nan
TTC25,DKFZP434H0115
AL583722.1,nan
RARRES2P1,nan
RNU6-28P,RNU6-28
AC131235.4,nan
RPL23AP7,bA395L14.9|RPL23AL1
AL590240.4,nan
AL592166.1,nan
AL512622.1,nan
AC012020.1,nan
AP000695.2,nan
AL109767.1,nan
AC008481.3,nan
MIR6738,hsa-mir-6738
PPIAP52,nan
AC005539.1,nan
PDCD2L,MGC13096
AL445253.1,nan
EEF1A1P11,EEF1AL9
RNU7-128P,nan
PBDC1,MGC874|CXorf26
AKAP11,FLJ11304|PPP1R44|PRKA11|KIAA0629|DKFZp781I12161|AKAP220
AC013472.1,nan
MIR1253,hsa-mir-1253|MIRN1253
BRD9,FLJ13441
SOX9-AS1,FLJ37644
SYT9,nan
AC068138.1,nan
OCLM,nan
CU151838.1,nan
B3GALNT2,MGC39558
RPA4,HSU24186
NANOS1,ZC2HC12A|NOS1
PLCG1,PLC148|PLC-II|NCKAP3|PLCgamma1|PLC1
AC048338.2,nan
AL450267.1,nan
LINC01845,nan
AC023503.1,nan
AL139020.1,nan
LRRC73,C6orf154|dJ337H4.2
RN7SL471P,RN7SL257P
AL121985.2,nan
CHRAC1,YCL1|CHRAC15
LINC01446,FLJ45974
ADGRL4,ETL|ELTD1
SULT2A1,STD|DHEA-ST
SLC7A6,LAT-2|y+LAT-2|KIAA0245|LAT3
AC091180.4,nan
AC091027.3,nan
RNU6-167P,nan
